id	ensembl_gene_id	hgnc_symbol	entrezgene_id	official	Enrichment
IL22RA2	ENSG00000164485	IL22RA2	116379	IL22RA2	-0.334495
IL23A	ENSG00000110944	IL23A	51561	IL23A	-0.17249
IL23R	ENSG00000162594	IL23R	149233	IL23R	-0.0280335
IL24	ENSG00000162892	IL24	11009	IL24	-0.1482625
IL25	ENSG00000166090	IL25	64806	IL25	0.194935
IL26	ENSG00000111536	IL26	55801	IL26	-0.494395
IL27	ENSG00000197272	IL27	246778	IL27	-0.34304
IL27RA	ENSG00000104998	IL27RA	9466	IL27RA	-0.109715
IL2RA	ENSG00000134460	IL2RA	3559	IL2RA	-0.984845
IL2RB	ENSG00000100385	IL2RB	3560	IL2RB	0.619945
IL2RG	ENSG00000147168	IL2RG	3561	IL2RG	-1.109105
IL3	ENSG00000164399	IL3	3562	IL3	-0.372185
IL31	ENSG00000204671	IL31	386653	IL31	0.62982
IL31RA	ENSG00000164509	IL31RA	133396	IL31RA	0.027955
IL32	ENSG00000008517	IL32	9235	IL32	0.119188
IL33	ENSG00000137033	IL33	90865	IL33	0.468955
IL34	ENSG00000157368	IL34	146433	IL34	-0.108805
IL36A	ENSG00000136694	IL36A	27179	IL36A	0.57165
IL36B	ENSG00000136696	IL36B	27177	IL36B	-0.228905
IL36G	ENSG00000136688	IL36G	56300	IL36G	0.358195
IL36RN	ENSG00000136695	IL36RN	26525	IL36RN	0.2518175
IL37	ENSG00000125571	IL37	27178	IL37	-1.003155
IL3RA	ENSG00000185291	IL3RA	3563	IL3RA	-0.412975
IL4	ENSG00000113520	IL4	3565	IL4	-0.421135
IL4I1	ENSG00000104951	IL4I1	259307	IL4I1	0.01411
IL4R	ENSG00000077238	IL4R	3566	IL4R	0.70941
IL5	ENSG00000113525	IL5	3567	IL5	-0.54133
IL5RA	ENSG00000091181	IL5RA	3568	IL5RA	-0.54439
IL6	ENSG00000136244	IL6	3569	IL6	0.06853
IL6R	ENSG00000160712	IL6R	3570	IL6R	0.34663
IL6ST	ENSG00000134352	IL6ST	3572	IL6ST	-0.215502
IL7	ENSG00000104432	IL7	3574	IL7	-0.137095
IL7R	ENSG00000168685	IL7R	3575	IL7R	0.50665
IL9	ENSG00000145839	IL9	3578	IL9	1.44783
IL9R	ENSG00000124334	IL9R	3581	IL9R	-0.111195
ILDR1	ENSG00000145103	ILDR1	286676	ILDR1	-0.812815
ILDR2	ENSG00000143195	ILDR2	387597	ILDR2	-0.816395
ILF2	ENSG00000143621	ILF2	3608	ILF2	0.501285
ILF3	ENSG00000129351	ILF3	3609	ILF3	-0.6641
ILK	ENSG00000166333	ILK	3611	ILK	0.45412
ILKAP	ENSG00000132323	ILKAP	80895	ILKAP	-0.53263
ILVBL	ENSG00000105135	ILVBL	10994	ILVBL	-0.553245
IMMP1L	ENSG00000148950	IMMP1L	196294	IMMP1L	0.44303
IMMP2L	ENSG00000184903	IMMP2L	83943	IMMP2L	-0.97328
IMMT	ENSG00000132305	IMMT	10989	IMMT	-0.321745
IMP3	ENSG00000177971	IMP3	55272	IMP3	-0.040525
IMP4	ENSG00000136718	IMP4	92856	IMP4	0.253185
IMPA1	ENSG00000133731	IMPA1	3612	IMPA1	-0.48901
IMPA2	ENSG00000141401	IMPA2	3613	IMPA2	0.03876
IMPACT	ENSG00000154059	IMPACT	55364	IMPACT	-0.633465
IMPAD1	ENSG00000104331	BPNT2	54928	BPNT2	-1.19074
IMPDH1	ENSG00000106348	IMPDH1	3614	IMPDH1	-0.2018825
IMPDH2	ENSG00000178035	IMPDH2	3615	IMPDH2	0.166985
IMPG1	ENSG00000112706	IMPG1	3617	IMPG1	-0.544085
IMPG2	ENSG00000081148	IMPG2	50939	IMPG2	0.84333
INA	ENSG00000148798	INA	9118	INA	0.344755
INADL	ENSG00000132849	PATJ	10207	PATJ	-0.1094045
INAFM1	ENSG00000257704	INAFM1	255783	INAFM1	-0.00595
INAFM2	ENSG00000259330	INAFM2	100505573	INAFM2	-0.237415
INCA1	ENSG00000196388	INCA1	388324	INCA1	0.334985
INCENP	ENSG00000149503	INCENP	3619	INCENP	0.199085
INF2	ENSG00000203485	INF2	64423	INF2	-0.77185
ING1	ENSG00000153487	ING1	3621	ING1	-0.31771
ING2	ENSG00000168556	ING2	3622	ING2	-0.364441
ING3	ENSG00000071243	ING3	54556	ING3	1.055125
ING4	ENSG00000111653	ING4	51147	ING4	0.049435
ING5	ENSG00000168395	ING5	84289	ING5	-0.3642205
INHA	ENSG00000123999	INHA	3623	INHA	0.34838
INHBA	ENSG00000122641	INHBA	3624	INHBA	-0.060595
INHBB	ENSG00000163083	INHBB	3625	INHBB	-0.4175
INHBC	ENSG00000175189	INHBC	3626	INHBC	0.427605
INHBE	ENSG00000139269	INHBE	83729	INHBE	-0.641355
INIP	ENSG00000148153	INIP	58493	INIP	-0.070065
INMT	ENSG00000241644	INMT	11185	INMT	0.063536
INO80	ENSG00000128908	INO80	54617	INO80	0.17929
INO80B	ENSG00000115274	INO80B	83444	INO80B	0.3007005
INO80C	ENSG00000153391	INO80C	125476	INO80C	-0.491275
INO80D	ENSG00000114933	INO80D	54891	INO80D	-0.37415
INO80E	ENSG00000169592	INO80E	283899	INO80E	0.41633
INPP1	ENSG00000151689	INPP1	3628	INPP1	-1.431435
INPP4A	ENSG00000040933	INPP4A	3631	INPP4A	-0.13031
INPP4B	ENSG00000109452	INPP4B	8821	INPP4B	-0.60323
INPP5A	ENSG00000068383	INPP5A	3632	INPP5A	0.324935
INPP5B	ENSG00000204084	INPP5B	3633	INPP5B	-0.0731425
INPP5D	ENSG00000168918	INPP5D	3635	INPP5D	1.383051
INPP5E	ENSG00000148384	INPP5E	56623	INPP5E	0.27322
INPP5F	ENSG00000198825	INPP5F	22876	INPP5F	-0.395365
INPP5J	ENSG00000185133	INPP5J	27124	INPP5J	-0.14913
INPP5K	ENSG00000132376	INPP5K	51763	INPP5K	0.33347
INPPL1	ENSG00000165458	INPPL1	3636	INPPL1	-1.1723
INS	ENSG00000254647	INS	3630	INS	-0.010395
INSC	ENSG00000188487	INSC	387755	INSC	-0.15801
INSIG1	ENSG00000186480	INSIG1	3638	INSIG1	-0.1170925
INSIG2	ENSG00000125629	INSIG2	51141	INSIG2	-1.137015
INSL3	ENSG00000248099	INSL3	3640	INSL3	0.368965
INSL4	ENSG00000120211	INSL4	3641	INSL4	0.124671
INSL5	ENSG00000172410	INSL5	10022	INSL5	-0.84364
INSL6	ENSG00000120210	INSL6	11172	INSL6	0.786372
INSM1	ENSG00000173404	INSM1	3642	INSM1	-0.132665
INSM2	ENSG00000168348	INSM2	84684	INSM2	-0.196225
INSR	ENSG00000171105	INSR	3643	INSR	1.477625
INSRR	ENSG00000027644	INSRR	3645	INSRR	0.207055
INTS1	ENSG00000164880	INTS1	26173	INTS1	-1.493
INTS10	ENSG00000104613	INTS10	55174	INTS10	0.68339
INTS12	ENSG00000138785	INTS12	57117	INTS12	1.29365
INTS2	ENSG00000108506	INTS2	57508	INTS2	0.91495
INTS3	ENSG00000143624	INTS3	65123	INTS3	-0.646695
INTS4	ENSG00000149262	INTS4	92105	INTS4	0.23121
INTS5	ENSG00000185085	INTS5	80789	INTS5	-1.598495
INTS6	ENSG00000102786	INTS6	26512	INTS6	-0.958255
INTS7	ENSG00000143493	INTS7	25896	INTS7	-0.52358
INTS8	ENSG00000164941	INTS8	55656	INTS8	-0.01105
INTS9	ENSG00000104299	INTS9	55756	INTS9	-0.36468
INTU	ENSG00000164066	INTU	27152	INTU	0.850635
INVS	ENSG00000119509	INVS	27130	INVS	0.68266
IP6K1	ENSG00000176095	IP6K1	9807	IP6K1	-0.6173045
IP6K2	ENSG00000068745	IP6K2	51447	IP6K2	-0.321605
IP6K3	ENSG00000161896	IP6K3	117283	IP6K3	-0.6018
IPCEF1	ENSG00000074706	IPCEF1	26034	IPCEF1	0.546255
IPMK	ENSG00000151151	IPMK	253430	IPMK	-0.03353
IPO11	ENSG00000086200	IPO11	51194	IPO11	0.293025
IPO13	ENSG00000117408	IPO13	9670	IPO13	-0.843055
IPO4	ENSG00000196497	IPO4	79711	IPO4	0.3664545
IPO5	ENSG00000065150	IPO5	3843	IPO5	-1.097965
IPO7	ENSG00000205339	IPO7	10527	IPO7	0.514325
IPO8	ENSG00000133704	IPO8	10526	IPO8	1.154295
IPO9	ENSG00000198700	IPO9	55705	IPO9	-0.22282
IPP	ENSG00000197429	IPP	3652	IPP	0.18436
IPPK	ENSG00000127080	IPPK	64768	IPPK	-0.38802
IQCA1	ENSG00000132321	IQCA1	79781	IQCA1	0.360455
IQCA1L	ENSG00000278685	IQCA1L	392843	IQCA1L	-0.96567
IQCB1	ENSG00000173226	IQCB1	9657	IQCB1	-0.46362
IQCC	ENSG00000160051	IQCC	55721	IQCC	-0.58786
IQCD	ENSG00000166578	IQCD	115811	IQCD	-0.720095
IQCE	ENSG00000106012	IQCE	23288	IQCE	-1.124315
IQCF1	ENSG00000173389	IQCF1	132141	IQCF1	-0.197210505
IQCF2	ENSG00000184345	IQCF2	389123	IQCF2	0.1796645
IQCF3	ENSG00000229972	IQCF3	401067	IQCF3	0.414215
IQCF5	ENSG00000214681	IQCF5	389124	IQCF5	0.460865
IQCF6	ENSG00000214686	IQCF6	440956	IQCF6	-0.0246000000000001
IQCG	ENSG00000114473	IQCG	84223	IQCG	-0.776495
IQCH	ENSG00000103599	IQCH	64799	IQCH	0.671444
IQCJ	ENSG00000214216	IQCJ	654502	IQCJ	0.188053
IQGAP1	ENSG00000140575	IQGAP1	8826	IQGAP1	-0.264455
IQGAP2	ENSG00000145703	IQGAP2	10788	IQGAP2	0.79276
IQGAP3	ENSG00000183856	IQGAP3	128239	IQGAP3	-0.4324
IQSEC1	ENSG00000144711	IQSEC1	9922	IQSEC1	0.267485
IQSEC2	ENSG00000124313	IQSEC2	23096	IQSEC2	-0.69511
IQSEC3	ENSG00000120645	IQSEC3	440073	IQSEC3	-0.082315
IQUB	ENSG00000164675	IQUB	154865	IQUB	-0.22159
IRAK1	ENSG00000184216	IRAK1	3654	IRAK1	-0.359245
IRAK1BP1	ENSG00000146243	IRAK1BP1	134728	IRAK1BP1	-1.4099
IRAK2	ENSG00000134070	IRAK2	3656	IRAK2	0.526605
IRAK3	ENSG00000090376	IRAK3	11213	IRAK3	-0.335465
IRAK4	ENSG00000198001	IRAK4	51135	IRAK4	-0.63586
IREB2	ENSG00000136381	IREB2	3658	IREB2	-0.16342
IRF1	ENSG00000125347	IRF1	3659	IRF1	-1.55868
IRF2	ENSG00000168310	IRF2	3660	IRF2	-0.6768515
IRF2BP1	ENSG00000170604	IRF2BP1	26145	IRF2BP1	0.73769
IRF2BP2	ENSG00000168264	IRF2BP2	359948	IRF2BP2	-0.39316
IRF2BPL	ENSG00000119669	IRF2BPL	64207	IRF2BPL	-0.237215
IRF3	ENSG00000126456	IRF3	3661	IRF3	-0.61594
IRF4	ENSG00000137265	IRF4	3662	IRF4	-0.00767999999999996
IRF5	ENSG00000128604	IRF5	3663	IRF5	-0.354555
IRF6	ENSG00000117595	IRF6	3664	IRF6	0.79617
IRF7	ENSG00000185507	IRF7	3665	IRF7	0.97026
IRF8	ENSG00000140968	IRF8	3394	IRF8	-0.875145
IRF9	ENSG00000213928	IRF9	10379	IRF9	0.2916325
IRG1	ENSG00000102794	ACOD1	730249	ACOD1	-1.53531
IRGC	ENSG00000124449	IRGC	56269	IRGC	-0.502015
IRGM	ENSG00000237693	IRGM	345611	IRGM	0.363875
IRGQ	ENSG00000167378	IRGQ	126298	IRGQ	-0.8746
IRS1	ENSG00000169047	IRS1	3667	IRS1	0.575565
IRS2	ENSG00000185950	IRS2	8660	IRS2	-0.33097
IRS4	ENSG00000133124	IRS4	8471	IRS4	0.55995
IRX1	ENSG00000170549	IRX1	79192	IRX1	-1.01106
IRX2	ENSG00000170561	IRX2	153572	IRX2	0.74182
IRX3	ENSG00000177508	IRX3	79191	IRX3	0.40229
IRX4	ENSG00000113430	IRX4	50805	IRX4	0.509705
IRX5	ENSG00000176842	IRX5	10265	IRX5	-0.654044
IRX6	ENSG00000159387	IRX6	79190	IRX6	0.551795
ISCA1	ENSG00000135070	ISCA1	81689	ISCA1	0.485035
ISCA2	ENSG00000165898	ISCA2	122961	ISCA2	0.0246
ISCU	ENSG00000136003	ISCU	23479	ISCU	-0.23317
ISG15	ENSG00000187608	ISG15	9636	ISG15	-0.63924
ISG20	ENSG00000172183	ISG20	3669	ISG20	0.594925
ISG20L2	ENSG00000143319	ISG20L2	81875	ISG20L2	-0.868495
ISL1	ENSG00000016082	ISL1	3670	ISL1	-0.6074285
ISL2	ENSG00000159556	ISL2	64843	ISL2	-0.00397
ISLR	ENSG00000129009	ISLR	3671	ISLR	0.4034725
ISLR2	ENSG00000167178	ISLR2	57611	ISLR2	1.23096
ISM1	ENSG00000101230	ISM1	140862	ISM1	0.148035
ISM2	ENSG00000100593	ISM2	145501	ISM2	-0.159995
ISOC1	ENSG00000066583	ISOC1	51015	ISOC1	-1.08005
ISOC2	ENSG00000063241	ISOC2	79763	ISOC2	-0.31387
ISPD	ENSG00000214960	CRPPA	729920	CRPPA	-1.13626
IST1	ENSG00000182149	IST1	9798	IST1	0.537755
ISX	ENSG00000175329	ISX	91464	ISX	0.83359
ISY1	ENSG00000240682	ISY1	57461	ISY1	0.392175
ISYNA1	ENSG00000105655	ISYNA1	51477	ISYNA1	-0.904105
ITCH	ENSG00000078747	ITCH	83737	ITCH	-0.386425
ITFG1	ENSG00000129636	ITFG1	81533	ITFG1	0.7203736
ITFG2	ENSG00000111203	ITFG2	55846	ITFG2	-0.3330815
ITFG3	ENSG00000167930	FAM234A	83986	FAM234A	0.2115095
ITGA1	ENSG00000213949	ITGA1	3672	ITGA1	-0.45109
ITGA10	ENSG00000143127	ITGA10	8515	ITGA10	-1.02093
ITGA11	ENSG00000137809	ITGA11	22801	ITGA11	1.107285
ITGA2	ENSG00000164171	ITGA2	3673	ITGA2	-0.658085
ITGA2B	ENSG00000005961	ITGA2B	3674	ITGA2B	-0.54394
ITGA3	ENSG00000005884	ITGA3	3675	ITGA3	-0.43941
ITGA4	ENSG00000115232	ITGA4	3676	ITGA4	0.42473
ITGA5	ENSG00000161638	ITGA5	3678	ITGA5	-0.183375
ITGA6	ENSG00000091409	ITGA6	3655	ITGA6	1.15408
ITGA7	ENSG00000135424	ITGA7	3679	ITGA7	-0.02829
ITGA8	ENSG00000077943	ITGA8	8516	ITGA8	0.106127
ITGA9	ENSG00000144668	ITGA9	3680	ITGA9	-0.925545
ITGAD	ENSG00000156886	ITGAD	3681	ITGAD	-0.55924
ITGAE	ENSG00000083457	ITGAE	3682	ITGAE	0.356505
ITGAL	ENSG00000005844	ITGAL	3683	ITGAL	0.250385
ITGAM	ENSG00000169896	ITGAM	3684	ITGAM	0.2822165
ITGAV	ENSG00000138448	ITGAV	3685	ITGAV	-0.17258
ITGAX	ENSG00000140678	ITGAX	3687	ITGAX	0.656695
ITGB1	ENSG00000150093	ITGB1	3688	ITGB1	-0.73523
ITGB1BP1	ENSG00000119185	ITGB1BP1	9270	ITGB1BP1	0.194555
ITGB1BP2	ENSG00000147166	ITGB1BP2	26548	ITGB1BP2	0.63157
ITGB2	ENSG00000160255	ITGB2	3689	ITGB2	-0.535835
ITGB3	ENSG00000259207	ITGB3	3690	ITGB3	0.0926695
ITGB3BP	ENSG00000142856	ITGB3BP	23421	ITGB3BP	-0.877065
ITGB4	ENSG00000132470	ITGB4	3691	ITGB4	-0.321905
ITGB5	ENSG00000082781	ITGB5	3693	ITGB5	-0.326465
ITGB6	ENSG00000115221	ITGB6	3694	ITGB6	-0.78646
ITGB7	ENSG00000139626	ITGB7	3695	ITGB7	0.5316795
ITGB8	ENSG00000105855	ITGB8	3696	ITGB8	0.073895
ITGBL1	ENSG00000198542	ITGBL1	9358	ITGBL1	-0.32105
ITIH1	ENSG00000055957	ITIH1	3697	ITIH1	-0.476695
ITIH2	ENSG00000151655	ITIH2	3698	ITIH2	-0.048791
ITIH3	ENSG00000162267	ITIH3	3699	ITIH3	0.464325
ITIH4	ENSG00000055955	ITIH4	3700	ITIH4	0.372475
ITIH5	ENSG00000123243	ITIH5	80760	ITIH5	-0.2129225
ITIH6	ENSG00000102313	ITIH6	347365	ITIH6	-0.65797
ITK	ENSG00000113263	ITK	3702	ITK	0.72271
ITLN1	ENSG00000179914	ITLN1	55600	ITLN1	1.201125
ITLN2	ENSG00000158764	ITLN2	142683	ITLN2	0.0990875
ITM2A	ENSG00000078596	ITM2A	9452	ITM2A	0.40847
ITM2B	ENSG00000136156	ITM2B	9445	ITM2B	-1.124115
ITM2C	ENSG00000135916	ITM2C	81618	ITM2C	-1.44765
ITPA	ENSG00000125877	ITPA	3704	ITPA	-0.348735
ITPK1	ENSG00000100605	ITPK1	3705	ITPK1	0.387185
ITPKA	ENSG00000137825	ITPKA	3706	ITPKA	-0.11203
ITPKB	ENSG00000143772	ITPKB	3707	ITPKB	0.651112
ITPKC	ENSG00000086544	ITPKC	80271	ITPKC	-0.3596685
ITPR1	ENSG00000150995	ITPR1	3708	ITPR1	0.5586525
ITPR2	ENSG00000123104	ITPR2	3709	ITPR2	0.569825
ITPR3	ENSG00000096433	ITPR3	3710	ITPR3	-0.34861
ITPRIP	ENSG00000148841	ITPRIP	85450	ITPRIP	0.195745
ITPRIPL1	ENSG00000198885	ITPRIPL1	150771	ITPRIPL1	0.050945
ITPRIPL2	ENSG00000205730	ITPRIPL2	162073	ITPRIPL2	-0.08158
ITSN1	ENSG00000205726	ITSN1	6453	ITSN1	-0.338033
ITSN2	ENSG00000198399	ITSN2	50618	ITSN2	-0.82527
IVD	ENSG00000128928	IVD	3712	IVD	-0.992028
IVL	ENSG00000163207	IVL	3713	IVL	0.944075
IVNS1ABP	ENSG00000116679	IVNS1ABP	10625	IVNS1ABP	-1.495355
IWS1	ENSG00000163166	IWS1	55677	IWS1	-0.49187
IYD	ENSG00000009765	IYD	389434	IYD	0.808115
IZUMO1	ENSG00000182264	IZUMO1	284359	IZUMO1	-0.658225
IZUMO1R	ENSG00000183560	IZUMO1R	390243	IZUMO1R	0.792
IZUMO2	ENSG00000161652	IZUMO2	126123	IZUMO2	-0.273415
IZUMO3	ENSG00000205442	IZUMO3	100129669	IZUMO3	0.11915
IZUMO4	ENSG00000099840	IZUMO4	113177	IZUMO4	-0.063815
JADE1	ENSG00000077684	JADE1	79960	JADE1	-0.491285
JADE2	ENSG00000043143	JADE2	23338	JADE2	1.81365
JADE3	ENSG00000102221	JADE3	9767	JADE3	0.61929
JAG1	ENSG00000101384	JAG1	182	JAG1	0.106002
JAG2	ENSG00000184916	JAG2	3714	JAG2	0.501045
JAGN1	ENSG00000171135	JAGN1	84522	JAGN1	0.139726
JAK1	ENSG00000162434	JAK1	3716	JAK1	-1.261805
JAK2	ENSG00000096968	JAK2	3717	JAK2	-0.233875
JAK3	ENSG00000105639	JAK3	3718	JAK3	-1.629415
JAKMIP1	ENSG00000152969	JAKMIP1	152789	JAKMIP1	-0.42056
JAKMIP2	ENSG00000176049	JAKMIP2	9832	JAKMIP2	-0.212425
JAKMIP3	ENSG00000188385	JAKMIP3	282973	JAKMIP3	0.86789
JAM2	ENSG00000154721	JAM2	58494	JAM2	-0.56168
JAM3	ENSG00000166086	JAM3	83700	JAM3	-0.31034
JARID2	ENSG00000008083	JARID2	3720	JARID2	0.44603
JAZF1	ENSG00000153814	JAZF1	221895	JAZF1	0.900845
JCHAIN	ENSG00000132465	JCHAIN	3512	JCHAIN	0.228155
JDP2	ENSG00000140044	JDP2	122953	JDP2	-0.09864
JKAMP	ENSG00000050130	JKAMP	51528	JKAMP	0.660065
JMJD1C	ENSG00000171988	JMJD1C	221037	JMJD1C	1.215575
JMJD4	ENSG00000081692	JMJD4	65094	JMJD4	-1.215
JMJD6	ENSG00000070495	JMJD6	23210	JMJD6	-0.301645
JMJD7	ENSG00000243789	JMJD7	100137047	JMJD7	-0.573775
JMJD8	ENSG00000161999	JMJD8	339123	JMJD8	0.05028
JMY	ENSG00000152409	JMY	133746	JMY	-0.261447
JOSD1	ENSG00000100221	JOSD1	9929	JOSD1	0.16383
JOSD2	ENSG00000161677	JOSD2	126119	JOSD2	0.21499
JPH1	ENSG00000104369	JPH1	56704	JPH1	0.355032
JPH2	ENSG00000149596	JPH2	57158	JPH2	-0.65589
JPH3	ENSG00000154118	JPH3	57338	JPH3	-0.63596
JPH4	ENSG00000092051	JPH4	84502	JPH4	-0.58361
JRK	ENSG00000234616	JRK	8629	JRK	-0.083675
JRKL	ENSG00000183340	JRKL	8690	JRKL	-0.20965
JSRP1	ENSG00000167476	JSRP1	126306	JSRP1	-1.185245
JTB	ENSG00000143543	JTB	10899	JTB	-0.09434
JUN	ENSG00000177606	JUN	3725	JUN	0.07567
JUNB	ENSG00000171223	JUNB	3726	JUNB	-0.80388
JUND	ENSG00000130522	JUND	3727	JUND	0.2979705
JUP	ENSG00000173801	JUP	3728	JUP	-0.260745
KAAG1	ENSG00000146049	KAAG1	353219	KAAG1	-0.9717985
KALRN	ENSG00000160145	KALRN	8997	KALRN	0.879115
KANK1	ENSG00000107104	KANK1	23189	KANK1	-0.417525
KANK2	ENSG00000197256	KANK2	25959	KANK2	-0.616605
KANK3	ENSG00000186994	KANK3	256949	KANK3	-1.243625
KANK4	ENSG00000132854	KANK4	163782	KANK4	0.15655
KANSL1	ENSG00000120071	KANSL1	284058	KANSL1	0.3736
KANSL1L	ENSG00000144445	KANSL1L	151050	KANSL1L	0.69565
KANSL2	ENSG00000139620	KANSL2	54934	KANSL2	-0.366425
KANSL3	ENSG00000114982	KANSL3	55683	KANSL3	-0.427685
KARS	ENSG00000065427	KARS1	3735	KARS1	0.2394
KAT2A	ENSG00000108773	KAT2A	2648	KAT2A	-0.192755
KAT2B	ENSG00000114166	KAT2B	8850	KAT2B	0.3581
KAT5	ENSG00000172977	KAT5	10524	KAT5	0.53147
KAT6B	ENSG00000156650	KAT6B	23522	KAT6B	-0.67678
KAT7	ENSG00000136504	KAT7	11143	KAT7	0.085595
KAT8	ENSG00000103510	KAT8	84148	KAT8	0.0588
KATNA1	ENSG00000186625	KATNA1	11104	KATNA1	-0.427803
KATNAL1	ENSG00000102781	KATNAL1	84056	KATNAL1	0.200605
KATNAL2	ENSG00000167216	KATNAL2	83473	KATNAL2	-0.75594
KATNB1	ENSG00000140854	KATNB1	10300	KATNB1	0.17547
KATNBL1	ENSG00000134152	KATNBL1	79768	KATNBL1	-0.47873
KAZALD1	ENSG00000107821	KAZALD1	81621	KAZALD1	0.051847
KAZN	ENSG00000189337	KAZN	23254	KAZN	-0.295691
KBTBD11	ENSG00000176595	KBTBD11	9920	KBTBD11	-1.501765
KBTBD12	ENSG00000187715	KBTBD12	166348	KBTBD12	1.977615
KBTBD13	ENSG00000234438	KBTBD13	390594	KBTBD13	-0.04147
KBTBD2	ENSG00000170852	KBTBD2	25948	KBTBD2	0.535275
KBTBD3	ENSG00000182359	KBTBD3	143879	KBTBD3	-0.03795
KBTBD4	ENSG00000123444	KBTBD4	55709	KBTBD4	0.2136
KBTBD6	ENSG00000165572	KBTBD6	89890	KBTBD6	-0.12126
KBTBD7	ENSG00000120696	KBTBD7	84078	KBTBD7	-0.124442
KBTBD8	ENSG00000163376	KBTBD8	84541	KBTBD8	-0.662605
KCMF1	ENSG00000176407	KCMF1	56888	KCMF1	0.3386
KCNA1	ENSG00000111262	KCNA1	3736	KCNA1	-1.25787
KCNA10	ENSG00000143105	KCNA10	3744	KCNA10	0.94926
KCNA2	ENSG00000177301	KCNA2	3737	KCNA2	0.64613
KCNA3	ENSG00000177272	KCNA3	3738	KCNA3	0.111485
KCNA4	ENSG00000182255	KCNA4	3739	KCNA4	-0.2091955
KCNA5	ENSG00000130037	KCNA5	3741	KCNA5	-0.46504
KCNA6	ENSG00000151079	KCNA6	3742	KCNA6	-0.034925
KCNA7	ENSG00000104848	KCNA7	3743	KCNA7	-0.22767
KCNAB1	ENSG00000169282	KCNAB1	7881	KCNAB1	0.2204
KCNAB2	ENSG00000069424	KCNAB2	8514	KCNAB2	0.59916
KCNAB3	ENSG00000170049	KCNAB3	9196	KCNAB3	-0.2908015
KCNB1	ENSG00000158445	KCNB1	3745	KCNB1	-0.3271725
KCNB2	ENSG00000182674	KCNB2	9312	KCNB2	-0.339415
KCNC1	ENSG00000129159	KCNC1	3746	KCNC1	0.25275
KCNC2	ENSG00000166006	KCNC2	3747	KCNC2	-0.277722
KCNC3	ENSG00000131398	KCNC3	3748	KCNC3	0.32775
KCNC4	ENSG00000116396	KCNC4	3749	KCNC4	-0.12009
KCND1	ENSG00000102057	KCND1	3750	KCND1	0.254305
KCND2	ENSG00000184408	KCND2	3751	KCND2	-0.076075
KCND3	ENSG00000171385	KCND3	3752	KCND3	-0.018717
KCNE1	ENSG00000180509	KCNE1	3753	KCNE1	-1.19626
KCNE2	ENSG00000159197	KCNE2	9992	KCNE2	-0.07254
KCNE3	ENSG00000175538	KCNE3	10008	KCNE3	-0.063425
KCNE4	ENSG00000152049	KCNE4	23704	KCNE4	0.86694
KCNE5	ENSG00000176076	KCNE5	23630	KCNE5	0.15674
KCNF1	ENSG00000162975	KCNF1	3754	KCNF1	-0.4922725
KCNG1	ENSG00000026559	KCNG1	3755	KCNG1	0.4165195
KCNG2	ENSG00000178342	KCNG2	26251	KCNG2	-0.563785
KCNG3	ENSG00000171126	KCNG3	170850	KCNG3	0.0946
KCNG4	ENSG00000168418	KCNG4	93107	KCNG4	-0.06772
KCNH1	ENSG00000143473	KCNH1	3756	KCNH1	0.47676
KCNH2	ENSG00000055118	KCNH2	3757	KCNH2	-1.01949
KCNH3	ENSG00000135519	KCNH3	23416	KCNH3	0.033024
KCNH4	ENSG00000089558	KCNH4	23415	KCNH4	-0.5504
KCNH5	ENSG00000140015	KCNH5	27133	KCNH5	-0.959865
KCNH6	ENSG00000173826	KCNH6	81033	KCNH6	-0.33109
KCNH7	ENSG00000184611	KCNH7	90134	KCNH7	-0.521435
KCNH8	ENSG00000183960	KCNH8	131096	KCNH8	0.2007725
KCNIP1	ENSG00000182132	KCNIP1	30820	KCNIP1	-0.66671
KCNIP2	ENSG00000120049	KCNIP2	30819	KCNIP2	0.386815
KCNIP3	ENSG00000115041	KCNIP3	30818	KCNIP3	-0.6259
KCNIP4	ENSG00000185774	KCNIP4	80333	KCNIP4	0.240025
KCNJ1	ENSG00000151704	KCNJ1	3758	KCNJ1	-1.9558
KCNJ10	ENSG00000177807	KCNJ10	3766	KCNJ10	0.16246
KCNJ11	ENSG00000187486	KCNJ11	3767	KCNJ11	-0.69075
KCNJ12	ENSG00000184185	KCNJ12	3768	KCNJ12	-0.258364
KCNJ13	ENSG00000115474	KCNJ13	3769	KCNJ13	1.0506415
KCNJ14	ENSG00000182324	KCNJ14	3770	KCNJ14	-0.132215
KCNJ15	ENSG00000157551	KCNJ15	3772	KCNJ15	0.0733499999999999
KCNJ16	ENSG00000153822	KCNJ16	3773	KCNJ16	-0.3575725
KCNJ18	ENSG00000260458	KCNJ18	100134444	KCNJ18	-0.196705
KCNJ2	ENSG00000123700	KCNJ2	3759	KCNJ2	-0.26117
KCNJ3	ENSG00000162989	KCNJ3	3760	KCNJ3	-0.33725
KCNJ4	ENSG00000168135	KCNJ4	3761	KCNJ4	-0.106
KCNJ5	ENSG00000120457	KCNJ5	3762	KCNJ5	-0.37679
KCNJ8	ENSG00000121361	KCNJ8	3764	KCNJ8	-0.15888
KCNJ9	ENSG00000162728	KCNJ9	3765	KCNJ9	0.43043
KCNK1	ENSG00000135750	KCNK1	3775	KCNK1	-0.50563
KCNK10	ENSG00000100433	KCNK10	54207	KCNK10	-0.096175
